id,device_id,manufacturer,event_type,longitude,latitude,iot_signal_1,iot_signal_3,iot_signal_4,iot_signal_2
114,0x100000000001b,AI Inc.,device error,-93.36793,41.98963,7,53,103,7
115,0x100000000001e,AI Inc.,tank below 5%,-93.518074,41.721626,2,50,100,4
116,0x1000000000023,New World Corp,device error,-93.00958,41.715748,2,51,104,3
117,0x100000000000c,AI Inc.,device error,-93.004875,41.86857,3,53,106,4
118,0x1000000000016,Hot Data Ltd,device error,-93.10634,42.051273,4,52,101,6
119,0x100000000001d,New World Corp,device error,-93.30646,42.51619,8,54,107,10
120,0x1000000000025,Hot Data Ltd,system malfunction,-93.61627,41.83304,10,50,101,10
121,0x100000000000d,Hot Data Ltd,device error,-93.45448,42.4526,10,54,106,10
122,0x1000000000001,Hot Data Ltd,tank below 10%,-93.393364,42.131554,10,53,101,10
123,0x100000000000f,AI Inc.,device error,-93.006004,41.88422,5,50,104,7
124,0x1000000000027,AI Inc.,tank below 5%,-92.84169,41.85904,8,51,104,10
125,0x100000000001e,AI Inc.,tank below 10%,-92.89156,42.52862,8,50,105,8
126,0x100000000000f,AI Inc.,tank below 5%,-92.969505,42.082664,10,50,103,11
127,0x100000000000f,AI Inc.,device error,-92.67734,41.66011,5,52,106,6
128,0x1000000000002,New World Corp,system malfunction,-92.63043,42.02497,4,51,106,4
129,0x1000000000001,Hot Data Ltd,system malfunction,-93.186066,41.638596,2,50,104,4
130,0x100000000000a,Hot Data Ltd,system malfunction,-92.657906,41.630653,2,53,104,2
131,0x100000000000b,New World Corp,tank below 10%,-93.51631,42.184372,2,54,102,4
132,0x100000000000e,New World Corp,system malfunction,-93.49991,41.971874,4,51,106,6
133,0x1000000000007,Hot Data Ltd,tank below 5%,-93.25872,41.9304,6,52,104,6
134,0x100000000000f,AI Inc.,tank below 5%,-92.82953,42.487434,7,52,104,7
135,0x1000000000027,AI Inc.,system malfunction,-93.60083,42.320873,9,53,105,9
136,0x1000000000016,Hot Data Ltd,device error,-92.93893,41.924488,9,53,101,10
137,0x1000000000026,New World Corp,device error,-93.09519,42.04964,10,54,106,10
138,0x1000000000019,Hot Data Ltd,system malfunction,-93.17308,42.118896,9,51,103,9
139,0x1000000000015,AI Inc.,tank below 5%,-92.928055,41.669544,3,52,102,4
140,0x100000000001e,AI Inc.,system malfunction,-92.90689,42.470238,7,52,107,9
141,0x1000000000021,AI Inc.,device error,-93.517044,42.126236,10,51,101,10
142,0x1000000000009,AI Inc.,device error,-93.6215,41.679432,7,51,103,7
143,0x1000000000003,AI Inc.,system malfunction,-93.62845,42.30889,9,53,102,11
144,0x1000000000017,New World Corp,tank below 5%,-93.50265,42.390995,2,52,103,4
145,0x1000000000023,New World Corp,tank below 5%,-93.535355,41.801,4,54,107,4
146,0x100000000000f,AI Inc.,device error,-93.107895,42.166134,2,52,104,4
147,0x100000000001b,AI Inc.,tank below 5%,-93.256966,42.439087,9,53,101,11
148,0x1000000000023,New World Corp,system malfunction,-93.53316,42.515594,2,55,100,4
149,0x1000000000012,AI Inc.,tank below 5%,-92.88131,41.723854,6,52,103,6
150,0x100000000000e,New World Corp,device error,-93.343285,42.034286,7,51,106,9
151,0x1000000000008,New World Corp,tank below 5%,-93.30366,42.40981,8,54,100,8
152,0x1000000000020,New World Corp,tank below 5%,-93.15593,42.26258,3,51,104,4
153,0x100000000001e,AI Inc.,device error,-93.46416,42.562103,6,52,106,6
154,0x1000000000009,AI Inc.,tank below 5%,-93.10421,42.495327,1,54,103,1
155,0x1000000000007,Hot Data Ltd,tank below 5%,-93.566025,41.942963,1,55,102,3
156,0x1000000000018,AI Inc.,device error,-92.968285,41.976967,3,50,104,5
157,0x1000000000026,New World Corp,tank below 5%,-93.482666,41.61094,2,53,107,3
158,0x100000000000a,Hot Data Ltd,device error,-92.78593,41.81806,7,53,104,7
159,0x1000000000009,AI Inc.,tank below 10%,-93.31578,41.77271,5,51,103,5
160,0x100000000001a,New World Corp,device error,-93.16221,41.928898,1,53,101,2
161,0x1000000000004,Hot Data Ltd,device error,-92.78151,42.551785,7,50,105,8
162,0x100000000000b,New World Corp,system malfunction,-93.1792,42.177673,5,54,102,6
163,0x1000000000014,New World Corp,tank below 5%,-93.196686,42.38836,9,54,105,11
164,0x100000000000d,Hot Data Ltd,system malfunction,-93.25103,42.51972,3,54,105,3
165,0x1000000000004,Hot Data Ltd,tank below 5%,-93.05219,42.497173,3,51,105,4
166,0x1000000000004,Hot Data Ltd,system malfunction,-93.25383,42.4757,8,53,103,8
167,0x1000000000007,Hot Data Ltd,device error,-93.57935,41.666924,8,50,102,8
168,0x1000000000009,AI Inc.,system malfunction,-93.58618,41.90052,3,53,102,3
169,0x1000000000024,AI Inc.,system malfunction,-93.41851,42.066044,8,50,107,8
170,0x1000000000012,AI Inc.,device error,-92.86879,41.876442,7,55,104,7
171,0x1000000000000,AI Inc.,tank below 10%,-93.268814,42.26967,5,55,105,5
172,0x100000000001a,New World Corp,device error,-93.20175,42.009827,7,52,104,7
173,0x1000000000026,New World Corp,tank below 5%,-93.52456,41.77801,2,54,100,4
174,0x1000000000011,New World Corp,device error,-93.10918,42.349743,2,50,104,2
175,0x1000000000011,New World Corp,tank below 10%,-93.21791,41.727516,7,50,105,7
176,0x100000000000e,New World Corp,tank below 5%,-93.456856,42.520546,2,51,101,3
177,0x1000000000005,New World Corp,device error,-92.89606,42.56817,2,54,101,4
178,0x100000000000c,AI Inc.,system malfunction,-92.70617,42.57859,1,54,103,3
179,0x1000000000007,Hot Data Ltd,system malfunction,-93.450165,41.960217,5,52,102,5
180,0x1000000000005,New World Corp,tank below 5%,-93.32142,41.85501,8,52,104,10
181,0x1000000000027,AI Inc.,tank below 5%,-93.114,42.248722,3,54,104,3
182,0x1000000000024,AI Inc.,tank below 5%,-92.732704,42.23145,8,51,101,9
183,0x100000000001c,Hot Data Ltd,system malfunction,-93.25537,41.65716,10,51,103,10
184,0x100000000000c,AI Inc.,system malfunction,-92.68784,42.404926,8,53,102,10
185,0x1000000000021,AI Inc.,tank below 5%,-93.03156,42.545265,5,53,103,5
186,0x1000000000026,New World Corp,device error,-93.54219,41.71529,8,53,102,10
187,0x100000000001f,Hot Data Ltd,device error,-93.62625,41.77183,2,53,102,4
188,0x100000000000e,New World Corp,tank below 10%,-93.25932,41.62861,6,51,102,7
189,0x1000000000016,Hot Data Ltd,tank below 10%,-92.792046,42.215916,8,51,104,8
190,0x1000000000015,AI Inc.,device error,-93.54446,42.00974,9,53,101,9
191,0x1000000000001,Hot Data Ltd,tank below 5%,-93.02147,41.911827,9,55,101,11
192,0x1000000000017,New World Corp,device error,-93.22735,41.78089,5,54,104,6
193,0x1000000000004,Hot Data Ltd,tank below 10%,-92.63474,42.2772,10,51,103,10
194,0x1000000000026,New World Corp,tank below 5%,-93.303406,42.354088,1,54,105,2
195,0x1000000000005,New World Corp,system malfunction,-93.43738,42.324,3,52,102,4
196,0x100000000000a,Hot Data Ltd,device error,-93.48467,42.3566,9,54,102,11
197,0x1000000000002,New World Corp,device error,-93.502106,41.95551,5,50,104,6
198,0x1000000000009,AI Inc.,tank below 5%,-93.40849,41.634758,4,51,105,6
199,0x1000000000007,Hot Data Ltd,device error,-93.39001,41.66684,6,52,101,6
200,0x1000000000020,New World Corp,tank below 5%,-93.298225,41.830803,8,51,107,9
201,0x1000000000020,New World Corp,device error,-93.22102,41.830067,5,51,104,5
202,0x100000000000f,AI Inc.,tank below 10%,-93.5247,42.50826,9,51,105,10
203,0x1000000000022,Hot Data Ltd,tank below 10%,-93.54017,42.451904,4,52,101,5
204,0x1000000000019,Hot Data Ltd,device error,-93.375435,42.24187,9,52,107,9
205,0x1000000000011,New World Corp,tank below 10%,-93.500114,41.968178,6,52,102,7
206,0x100000000001c,Hot Data Ltd,system malfunction,-93.60535,42.1193,10,54,106,11
207,0x1000000000019,Hot Data Ltd,system malfunction,-93.26735,41.611362,1,51,107,2
208,0x1000000000018,AI Inc.,tank below 10%,-92.92245,41.80166,2,54,105,3
209,0x1000000000012,AI Inc.,system malfunction,-92.94447,41.77968,7,51,101,7
210,0x1000000000010,Hot Data Ltd,tank below 10%,-92.80417,42.029224,5,53,104,5
211,0x1000000000027,AI Inc.,device error,-93.38277,42.205772,3,51,103,5
212,0x100000000001b,AI Inc.,tank below 10%,-93.093124,42.32527,9,51,105,11
213,0x1000000000017,New World Corp,device error,-93.26215,42.377686,2,51,102,2
214,0x1000000000023,New World Corp,system malfunction,-93.250305,41.63696,6,50,101,6
215,0x1000000000006,AI Inc.,device error,-93.24863,42.244213,7,51,106,9
216,0x1000000000024,AI Inc.,device error,-92.76478,42.36807,4,55,105,6
217,0x100000000000e,New World Corp,device error,-92.85872,42.25249,8,55,105,8
218,0x100000000000d,Hot Data Ltd,tank below 5%,-92.69088,41.762432,1,51,106,2
219,0x1000000000022,Hot Data Ltd,device error,-92.84244,42.135715,1,55,106,1
220,0x1000000000013,Hot Data Ltd,device error,-93.30605,42.285004,1,53,107,1
221,0x1000000000008,New World Corp,device error,-93.03147,42.336086,2,51,102,4
222,0x1000000000002,New World Corp,system malfunction,-92.835106,42.525917,7,55,106,9
223,0x1000000000004,Hot Data Ltd,device error,-92.64325,42.010643,4,55,101,4
224,0x1000000000008,New World Corp,device error,-92.9489,41.969555,6,54,101,7
225,0x1000000000012,AI Inc.,device error,-93.42592,42.11991,5,53,107,5
226,0x1000000000016,Hot Data Ltd,tank below 5%,-93.20288,42.433174,2,54,101,4
227,0x1000000000001,Hot Data Ltd,system malfunction,-93.46106,42.345955,9,54,102,9
228,0x100000000000f,AI Inc.,device error,-93.267525,41.986454,8,55,107,9
229,0x1000000000014,New World Corp,system malfunction,-93.043274,41.91648,5,51,102,6
230,0x1000000000014,New World Corp,tank below 10%,-93.19801,41.901424,9,51,105,10
231,0x1000000000012,AI Inc.,device error,-92.99347,42.537502,3,52,101,4
232,0x1000000000020,New World Corp,tank below 5%,-92.63751,42.35715,3,55,103,3
233,0x1000000000013,Hot Data Ltd,device error,-93.51283,41.801678,5,54,104,5
234,0x100000000000d,Hot Data Ltd,tank below 5%,-93.160545,42.495865,3,53,103,4
235,0x100000000001a,New World Corp,tank below 5%,-93.27973,41.881073,5,53,106,6
236,0x1000000000013,Hot Data Ltd,tank below 5%,-93.547134,42.203075,2,52,100,4
237,0x1000000000008,New World Corp,device error,-92.693275,41.982693,8,55,105,8
238,0x1000000000027,AI Inc.,tank below 5%,-92.97032,42.29441,4,53,106,5
239,0x100000000000d,Hot Data Ltd,system malfunction,-93.02462,42.36225,2,54,103,3
240,0x100000000001d,New World Corp,system malfunction,-93.340385,42.418156,3,53,105,4
241,0x1000000000008,New World Corp,device error,-93.21614,42.351894,2,55,102,3
242,0x1000000000016,Hot Data Ltd,device error,-93.29559,41.878162,6,52,101,6
243,0x1000000000003,AI Inc.,tank below 5%,-93.52186,41.704227,7,51,104,8
244,0x100000000000b,New World Corp,tank below 5%,-93.42231,41.716805,5,54,101,7
245,0x100000000000f,AI Inc.,device error,-93.30938,42.073135,2,52,101,4
246,0x1000000000015,AI Inc.,tank below 5%,-93.05219,41.771343,4,52,101,6
247,0x100000000000a,Hot Data Ltd,tank below 5%,-93.07059,42.23967,3,53,100,3
248,0x1000000000018,AI Inc.,tank below 10%,-93.35368,42.076256,8,54,103,10
249,0x1000000000013,Hot Data Ltd,tank below 5%,-93.21319,42.11061,7,53,101,8
250,0x100000000001f,Hot Data Ltd,device error,-93.48517,42.439373,4,51,106,5
251,0x1000000000019,Hot Data Ltd,tank below 5%,-93.49733,42.041,5,50,103,7
252,0x1000000000024,AI Inc.,tank below 5%,-92.82728,42.57946,6,53,103,6
253,0x1000000000013,Hot Data Ltd,tank below 5%,-92.779594,42.111095,9,53,104,10
254,0x1000000000009,AI Inc.,tank below 10%,-92.92523,41.99083,4,50,104,6
255,0x1000000000007,Hot Data Ltd,device error,-92.95255,42.156876,8,53,105,9
256,0x1000000000009,AI Inc.,tank below 10%,-93.01436,41.672535,5,54,102,7
257,0x1000000000018,AI Inc.,system malfunction,-93.60247,41.98134,7,54,104,7
258,0x1000000000007,Hot Data Ltd,device error,-92.64269,42.13811,3,52,107,5
259,0x1000000000019,Hot Data Ltd,device error,-93.1629,42.302456,6,54,104,8
260,0x1000000000004,Hot Data Ltd,tank below 5%,-92.87564,41.845524,5,55,105,5
261,0x1000000000021,AI Inc.,system malfunction,-92.79115,41.720535,8,52,106,8
262,0x1000000000010,Hot Data Ltd,system malfunction,-93.41789,41.59649,8,54,102,9
263,0x100000000001d,New World Corp,tank below 5%,-93.10119,42.58937,5,50,100,5
264,0x1000000000013,Hot Data Ltd,device error,-93.02417,42.14375,6,52,106,7
265,0x1000000000009,AI Inc.,device error,-93.01852,41.899933,3,55,105,3
266,0x1000000000008,New World Corp,device error,-93.5685,41.92674,6,54,104,7
267,0x1000000000020,New World Corp,tank below 5%,-93.34662,41.80249,9,51,103,10
268,0x1000000000001,Hot Data Ltd,tank below 5%,-93.29715,41.652977,4,51,101,6
269,0x1000000000008,New World Corp,tank below 5%,-93.126205,42.58401,10,54,102,10
270,0x1000000000002,New World Corp,tank below 5%,-93.41324,42.12716,6,51,104,8
271,0x1000000000008,New World Corp,tank below 5%,-92.63869,41.64202,2,54,101,4
272,0x1000000000017,New World Corp,tank below 5%,-92.73507,42.378838,8,54,104,8
273,0x1000000000025,Hot Data Ltd,device error,-93.34824,41.611362,3,54,104,5
274,0x100000000000f,AI Inc.,system malfunction,-93.164154,42.151295,6,54,106,7
275,0x1000000000015,AI Inc.,device error,-93.344345,42.009315,3,51,103,4
276,0x1000000000014,New World Corp,system malfunction,-92.63167,41.833015,9,54,100,11
277,0x1000000000005,New World Corp,tank below 10%,-93.1792,42.227386,7,54,104,7
278,0x1000000000003,AI Inc.,tank below 10%,-93.34378,41.903904,8,51,106,9
279,0x100000000000e,New World Corp,tank below 5%,-92.674995,42.413704,9,53,106,9
280,0x1000000000023,New World Corp,device error,-93.42611,42.586815,5,50,101,7
281,0x100000000001f,Hot Data Ltd,tank below 10%,-93.27536,42.21788,8,51,101,10
282,0x100000000001a,New World Corp,tank below 10%,-92.79056,42.133743,8,51,107,10
283,0x100000000001a,New World Corp,system malfunction,-93.2739,42.12609,8,53,104,8
284,0x100000000000e,New World Corp,tank below 5%,-93.34759,42.263268,9,52,100,11
285,0x100000000001a,New World Corp,device error,-92.95914,42.450626,6,53,104,7
286,0x1000000000024,AI Inc.,tank below 10%,-92.74929,42.249817,3,53,107,5
287,0x1000000000005,New World Corp,tank below 5%,-92.83199,42.025795,7,54,100,7
288,0x1000000000021,AI Inc.,tank below 5%,-92.84142,42.049778,4,55,100,6
289,0x100000000001f,Hot Data Ltd,device error,-93.44642,42.166363,10,51,106,10
290,0x1000000000001,Hot Data Ltd,device error,-93.17672,41.80087,6,51,106,6
291,0x100000000000c,AI Inc.,tank below 5%,-92.80881,41.774605,6,55,102,6
292,0x100000000001d,New World Corp,tank below 10%,-93.55894,42.16239,3,52,101,4
293,0x1000000000002,New World Corp,device error,-93.36779,42.594036,10,54,105,12
294,0x100000000000c,AI Inc.,tank below 10%,-93.1296,41.828186,8,51,101,9
295,0x1000000000020,New World Corp,tank below 5%,-92.79676,42.470325,6,50,103,6
296,0x1000000000004,Hot Data Ltd,device error,-93.07427,42.14467,5,53,102,5
297,0x100000000000b,New World Corp,tank below 10%,-92.68279,41.875973,3,54,105,4
298,0x100000000001e,AI Inc.,system malfunction,-92.95664,41.795338,3,51,105,3
299,0x1000000000007,Hot Data Ltd,tank below 10%,-92.65912,42.31862,7,55,104,8
300,0x1000000000010,Hot Data Ltd,tank below 5%,-93.56618,42.58876,6,52,104,6
301,0x1000000000004,Hot Data Ltd,device error,-92.93034,42.129616,6,52,104,7
302,0x1000000000019,Hot Data Ltd,tank below 5%,-93.37408,41.644417,6,52,104,6
303,0x1000000000014,New World Corp,device error,-92.76844,41.975475,9,52,100,11
304,0x100000000001a,New World Corp,tank below 10%,-93.505775,42.432434,3,53,103,3
305,0x1000000000018,AI Inc.,system malfunction,-92.86065,41.888836,2,54,102,2
306,0x1000000000007,Hot Data Ltd,tank below 5%,-93.28546,42.523914,6,53,106,6
307,0x100000000001a,New World Corp,system malfunction,-93.04472,42.42627,2,54,100,4
308,0x1000000000015,AI Inc.,system malfunction,-92.82429,42.10581,4,51,105,6
309,0x100000000000e,New World Corp,system malfunction,-93.23627,42.523914,9,54,104,11
310,0x1000000000003,AI Inc.,device error,-93.10325,42.30186,4,54,103,5
311,0x1000000000017,New World Corp,tank below 10%,-93.31473,42.5643,1,52,101,3
312,0x100000000000a,Hot Data Ltd,tank below 5%,-93.1136,42.028744,4,50,103,5
313,0x1000000000003,AI Inc.,tank below 5%,-92.997154,41.600655,7,53,101,8
314,0x100000000001b,AI Inc.,device error,-92.66537,41.68053,9,51,101,11
315,0x1000000000004,Hot Data Ltd,device error,-93.556435,42.022152,3,54,101,4
316,0x1000000000009,AI Inc.,tank below 10%,-92.890205,42.409126,4,54,102,5
317,0x1000000000020,New World Corp,tank below 5%,-93.27057,42.49839,1,54,102,3
318,0x100000000000b,New World Corp,device error,-92.80929,42.0238,8,54,101,8
319,0x100000000001d,New World Corp,device error,-92.898895,41.71174,3,51,106,3
320,0x1000000000007,Hot Data Ltd,tank below 5%,-93.259224,42.060127,7,53,100,9
321,0x1000000000006,AI Inc.,device error,-93.1113,42.055996,6,53,103,8
322,0x1000000000023,New World Corp,tank below 5%,-93.01736,42.4471,4,55,107,5
323,0x1000000000012,AI Inc.,system malfunction,-93.19378,42.176277,4,55,104,6
324,0x1000000000009,AI Inc.,system malfunction,-93.17994,42.35893,3,52,106,3
325,0x1000000000010,Hot Data Ltd,tank below 5%,-93.08791,41.83653,5,54,101,6
326,0x100000000001e,AI Inc.,tank below 5%,-93.49231,41.741367,10,53,103,11
327,0x1000000000006,AI Inc.,device error,-93.1478,42.393124,8,53,107,8
328,0x1000000000020,New World Corp,tank below 10%,-92.63003,42.13538,2,55,104,4
329,0x100000000000f,AI Inc.,tank below 5%,-93.44206,41.83962,2,55,107,4
